,account length,international plan,voice mail plan,number vmail messages,total intl minutes,total intl calls,total intl charge,customer service calls,churn,avg_minutes,avg_calls,avg_call_duration,avg_charge,%_srv_intency,%_intl_srv_intensity
994,147,no,yes,33,10.4,6,2.81,3,False,233.0,101.33,2.3,24.09,2.96,50.0
995,94,no,no,0,7.5,5,2.03,1,False,162.53,100.0,1.63,17.29,1.0,20.0
996,179,no,no,0,11.6,5,3.13,0,False,166.6,101.0,1.65,15.03,0.0,0.0
997,116,no,no,0,11.3,3,3.05,2,False,193.83,87.33,2.22,20.66,2.29,66.67
998,59,no,no,0,14.7,3,3.97,0,False,195.9,94.67,2.07,19.39,0.0,0.0
999,165,no,no,0,7.9,3,2.13,0,False,142.33,98.0,1.45,17.26,0.0,0.0
1000,133,no,no,0,12.8,4,3.46,2,True,207.67,119.33,1.74,23.94,1.68,50.0
1001,140,no,no,0,8.4,4,2.27,1,False,184.5,99.67,1.85,15.76,1.0,25.0
1002,93,no,yes,32,6.8,3,1.84,2,False,181.43,92.67,1.96,16.15,2.16,66.67
1003,52,no,yes,38,8.2,3,2.21,0,False,189.07,90.33,2.09,18.57,0.0,0.0
1004,64,no,yes,27,12.3,3,3.32,1,False,165.1,105.67,1.56,17.73,0.95,33.33
1005,12,yes,no,0,9.8,4,2.65,2,False,184.4,117.67,1.57,18.88,1.7,50.0
1006,48,no,no,0,8.3,4,2.24,2,False,213.77,96.67,2.21,21.79,2.07,50.0
1007,181,no,no,0,6.0,7,1.62,1,False,187.37,81.33,2.3,17.01,1.23,14.29
1008,168,no,yes,42,11.4,2,3.08,2,False,158.3,93.0,1.7,13.9,2.15,100.0
1009,155,no,no,0,11.3,3,3.05,3,False,172.53,108.33,1.59,17.56,2.77,100.0
1010,105,no,no,0,3.8,4,1.03,0,False,223.87,111.67,2.0,23.76,0.0,0.0
1011,11,no,no,0,9.7,6,2.62,2,False,208.93,93.33,2.24,19.24,2.14,33.33
1012,182,no,no,0,8.0,5,2.16,2,False,187.2,107.33,1.74,15.44,1.86,40.0
1013,104,no,no,0,13.1,5,3.54,1,False,190.63,80.33,2.37,17.66,1.24,20.0
1014,102,no,no,0,12.0,4,3.24,0,False,167.0,117.33,1.42,13.39,0.0,0.0
1015,122,no,no,0,11.9,2,3.21,0,False,217.23,102.33,2.12,22.21,0.0,0.0
1016,41,no,no,0,8.6,3,2.32,1,False,163.47,111.67,1.46,15.37,0.9,33.33
1017,132,no,no,0,9.1,4,2.46,2,False,199.03,110.67,1.8,19.57,1.81,50.0
1018,76,no,no,0,11.4,5,3.08,1,True,221.43,106.0,2.09,24.01,0.94,20.0
1019,13,no,no,0,11.3,3,3.05,1,False,170.53,87.33,1.95,15.75,1.15,33.33
1020,115,no,yes,33,14.2,3,3.83,2,False,193.93,122.33,1.59,17.36,1.63,66.67
1021,67,no,no,0,8.4,12,2.27,1,False,148.6,77.0,1.93,15.91,1.3,8.33
1022,154,no,no,0,7.2,5,1.94,0,False,170.4,95.0,1.79,16.69,0.0,0.0
1023,100,no,no,0,7.8,8,2.11,2,False,153.43,97.33,1.58,15.45,2.05,25.0
1024,146,yes,no,0,11.2,3,3.02,1,False,203.37,95.33,2.13,18.2,1.05,33.33
1025,148,no,yes,11,12.3,1,3.32,1,False,266.67,105.33,2.53,26.33,0.95,100.0
1026,67,no,yes,28,10.0,2,2.7,2,False,181.93,93.67,1.94,16.03,2.14,100.0
1027,161,yes,no,0,12.9,1,3.48,1,True,232.83,113.33,2.05,21.89,0.88,100.0
1028,70,no,no,0,0.0,0,0.0,1,False,220.73,116.33,1.9,22.1,0.86,inf
1029,116,no,no,0,16.5,5,4.46,0,False,219.8,102.33,2.15,21.39,0.0,0.0
1030,99,no,yes,42,9.3,4,2.51,2,True,221.27,109.67,2.02,22.06,1.82,50.0
1031,87,no,no,0,5.3,9,1.43,1,False,161.87,92.0,1.76,15.67,1.09,11.11
1032,87,no,no,0,9.5,5,2.57,1,False,193.33,89.67,2.16,20.36,1.12,20.0
1033,70,no,no,0,10.6,6,2.86,2,False,194.57,110.33,1.76,19.88,1.81,33.33
1034,131,no,no,0,13.1,9,3.54,2,False,163.07,96.33,1.69,14.14,2.08,22.22
1035,119,no,no,0,10.0,1,2.7,2,False,189.07,99.33,1.9,19.32,2.01,200.0
1036,119,no,yes,32,12.0,2,3.24,3,False,173.93,101.67,1.71,16.54,2.95,150.0
1037,87,yes,no,0,10.7,5,2.89,0,False,157.43,84.33,1.87,14.88,0.0,0.0
1038,112,no,no,0,14.1,3,3.81,5,True,124.23,104.67,1.19,11.77,4.78,166.67
1039,75,no,no,0,10.7,2,2.89,2,False,198.5,94.67,2.1,16.87,2.11,100.0
1040,150,no,no,0,9.2,5,2.48,4,False,216.3,99.67,2.17,20.57,4.01,80.0
1041,161,no,yes,38,16.1,6,4.35,0,False,216.1,108.67,1.99,22.43,0.0,0.0
1042,91,yes,yes,24,9.9,3,2.67,0,False,172.53,124.33,1.39,14.11,0.0,0.0
1043,124,no,no,0,10.2,8,2.75,3,False,183.03,95.0,1.93,17.66,3.16,37.5
1044,94,yes,no,0,7.2,4,1.94,4,False,161.7,98.67,1.64,19.37,4.05,100.0
1045,217,no,no,0,9.3,3,2.51,4,False,213.93,116.67,1.83,19.1,3.43,133.33
1046,158,no,no,0,6.4,5,1.73,0,False,232.13,104.0,2.23,22.88,0.0,0.0
1047,102,no,no,0,7.1,7,1.92,0,False,209.5,91.33,2.29,19.0,0.0,0.0
1048,85,no,no,0,7.7,3,2.08,0,False,201.33,108.67,1.85,20.95,0.0,0.0
1049,79,no,no,0,8.4,9,2.27,1,False,185.3,93.67,1.98,16.67,1.07,11.11
1050,139,no,yes,25,12.9,10,3.48,2,False,152.4,88.67,1.72,13.25,2.26,20.0
1051,103,no,no,0,10.3,2,2.78,0,False,219.07,99.67,2.2,23.22,0.0,0.0
1052,98,yes,no,0,7.7,9,2.08,1,False,146.17,81.67,1.79,10.52,1.22,11.11
1053,78,no,no,0,10.1,3,2.73,2,False,198.43,100.67,1.97,18.26,1.99,66.67
1054,50,no,no,0,8.7,3,2.35,1,False,148.27,108.0,1.37,15.1,0.93,33.33
1055,161,no,no,0,8.5,2,2.3,1,False,154.07,91.0,1.69,16.31,1.1,50.0
1056,67,no,no,0,7.0,3,1.89,0,False,167.17,114.0,1.47,17.22,0.0,0.0
1057,86,no,yes,38,13.3,4,3.59,1,False,131.7,126.67,1.04,12.84,0.79,25.0
1058,92,no,no,0,8.6,6,2.32,0,False,161.1,99.33,1.62,18.57,0.0,0.0
1059,174,no,no,0,8.8,3,2.38,1,False,177.77,104.0,1.71,20.48,0.96,33.33
1060,124,no,no,0,15.3,3,4.13,1,False,151.87,100.0,1.52,16.07,1.0,33.33
1061,132,no,yes,31,10.3,9,2.78,1,False,197.63,94.0,2.1,19.44,1.06,11.11
1062,190,no,yes,26,9.9,3,2.67,1,False,145.9,87.33,1.67,13.37,1.15,33.33
1063,101,no,no,0,10.7,2,2.89,1,False,161.63,115.67,1.4,13.18,0.86,50.0
1064,185,yes,yes,30,12.9,3,3.48,2,False,177.07,108.33,1.63,15.97,1.85,66.67
1065,68,no,yes,29,9.9,6,2.67,0,False,203.7,85.67,2.38,21.86,0.0,0.0
1066,117,no,yes,25,11.8,4,3.19,0,False,236.0,107.0,2.21,22.61,0.0,0.0
1067,118,no,no,0,12.2,6,3.29,1,False,199.53,94.33,2.12,19.16,1.06,16.67
1068,124,no,no,0,10.3,5,2.78,0,False,170.07,125.67,1.35,17.74,0.0,0.0
1069,22,no,no,0,12.5,4,3.38,1,False,190.47,103.67,1.84,18.16,0.96,25.0
1070,75,no,no,0,11.9,9,3.21,1,False,175.1,110.0,1.59,16.63,0.91,11.11
1071,134,no,no,0,5.0,9,1.35,1,False,208.3,128.0,1.63,21.13,0.78,11.11
1072,164,no,yes,25,14.3,6,3.86,1,False,140.23,82.33,1.7,17.46,1.21,16.67
1073,44,no,no,0,7.6,4,2.05,1,False,176.27,89.33,1.97,16.16,1.12,25.0
1074,177,no,no,0,12.5,7,3.38,2,False,206.73,93.33,2.22,21.34,2.14,28.57
1075,110,no,no,0,8.9,8,2.4,0,False,188.33,89.67,2.1,18.53,0.0,0.0
1076,53,no,yes,27,6.5,7,1.76,1,False,153.5,93.0,1.65,10.74,1.08,14.29
1077,108,no,no,0,15.4,4,4.16,4,True,170.97,94.67,1.81,15.62,4.23,100.0
1078,80,no,no,0,6.7,8,1.81,0,True,235.7,110.33,2.14,27.0,0.0,0.0
1079,158,no,no,0,8.2,3,2.21,1,False,213.73,95.67,2.23,21.31,1.05,33.33
1080,114,no,no,0,0.0,0,0.0,0,False,195.67,94.67,2.07,19.12,0.0,
1081,64,no,yes,19,7.5,2,2.03,1,False,245.63,113.33,2.17,26.21,0.88,50.0
1082,88,no,no,0,11.8,1,3.19,3,False,201.03,88.33,2.28,20.91,3.4,300.0
1083,82,yes,no,0,12.4,6,3.35,3,False,199.2,91.33,2.18,20.51,3.28,50.0
1084,111,no,no,0,12.3,5,3.32,3,False,210.43,103.33,2.04,22.85,2.9,60.0
1085,60,no,no,0,12.4,4,3.35,2,False,194.57,106.0,1.84,22.23,1.89,50.0
1086,113,no,no,0,6.9,6,1.86,3,False,208.6,100.67,2.07,18.19,2.98,50.0
1087,109,no,no,0,8.2,4,2.21,1,False,230.67,121.0,1.91,22.18,0.83,25.0
1088,105,no,yes,42,12.9,2,3.48,0,False,188.87,84.33,2.24,15.72,0.0,0.0
1089,85,no,no,0,13.3,4,3.59,2,False,186.8,106.33,1.76,19.68,1.88,50.0
1090,131,no,no,0,10.4,3,2.81,0,False,172.1,83.33,2.07,16.78,0.0,0.0
1091,59,no,no,0,10.0,3,2.7,2,False,176.27,96.67,1.82,18.05,2.07,66.67
1092,148,no,no,0,9.5,13,2.57,1,False,173.57,95.67,1.81,17.8,1.05,7.69
1093,210,no,no,0,6.5,8,1.76,2,False,169.73,86.33,1.97,13.99,2.32,25.0
1094,115,no,no,0,7.2,8,1.94,0,False,211.37,96.0,2.2,21.85,0.0,0.0
1095,106,no,no,0,6.0,3,1.62,1,False,211.27,88.0,2.4,23.59,1.14,33.33
1096,93,no,no,0,14.2,4,3.83,1,False,198.73,107.0,1.86,16.37,0.93,25.0
1097,57,no,yes,29,13.0,2,3.51,1,False,251.57,108.0,2.33,25.96,0.93,50.0
1098,98,no,no,0,5.1,4,1.38,1,False,188.2,114.67,1.64,18.88,0.87,25.0
1099,157,no,no,0,2.2,4,0.59,3,False,197.87,97.67,2.03,22.62,3.07,75.0
1100,116,no,yes,35,8.3,4,2.24,1,False,229.23,97.67,2.35,22.3,1.02,25.0
1101,30,no,no,0,9.1,4,2.46,2,False,195.47,102.33,1.91,18.81,1.95,50.0
1102,111,no,no,0,10.5,2,2.84,4,True,164.47,89.33,1.84,16.14,4.48,200.0
1103,52,no,no,0,12.2,6,3.29,0,False,194.87,97.0,2.01,18.41,0.0,0.0
1104,72,no,no,0,10.4,5,2.81,4,False,196.7,99.0,1.99,20.46,4.04,80.0
1105,135,no,yes,28,12.9,4,3.48,2,True,200.9,116.0,1.73,20.72,1.72,50.0
1106,86,no,no,0,10.1,5,2.73,3,False,209.53,111.33,1.88,19.76,2.69,60.0
1107,98,no,yes,29,12.8,7,3.46,3,False,177.8,87.33,2.04,18.02,3.44,42.86
1108,151,no,no,0,5.8,2,1.57,3,False,176.43,103.67,1.7,18.84,2.89,150.0
1109,118,no,no,0,7.9,1,2.13,0,False,178.47,109.0,1.64,16.38,0.0,0.0
1110,117,no,no,0,7.4,9,2.0,2,False,218.87,98.0,2.23,19.32,2.04,22.22
1111,55,no,no,0,17.1,6,4.62,0,False,185.2,95.33,1.94,17.79,0.0,0.0
1112,82,no,no,0,13.3,2,3.59,0,False,187.0,96.67,1.93,14.7,0.0,0.0
1113,152,no,no,0,10.6,4,2.86,1,False,180.93,100.33,1.8,20.64,1.0,25.0
1114,108,no,yes,15,10.9,4,2.94,1,False,227.6,97.33,2.34,20.68,1.03,25.0
1115,98,no,no,0,12.5,7,3.38,1,True,179.97,112.0,1.61,17.67,0.89,14.29
1116,130,no,no,0,11.7,3,3.16,3,False,224.97,98.33,2.29,20.03,3.05,100.0
1117,136,yes,no,0,11.8,7,3.19,1,False,188.27,113.67,1.66,19.63,0.88,14.29
1118,47,no,no,0,12.3,4,3.32,3,False,196.83,91.33,2.16,17.84,3.28,75.0
1119,189,no,no,0,11.3,5,3.05,3,False,208.03,116.33,1.79,21.2,2.58,60.0
1120,107,no,no,0,12.1,6,3.27,1,False,156.57,113.67,1.38,15.76,0.88,16.67
1121,91,no,no,0,11.7,4,3.16,5,True,187.53,122.33,1.53,17.12,4.09,125.0
1122,159,no,no,0,10.4,5,2.81,1,True,225.73,119.33,1.89,21.32,0.84,20.0
1123,11,no,yes,24,10.0,3,2.7,2,False,215.13,98.67,2.18,18.23,2.03,66.67
1124,167,no,no,0,9.9,5,2.67,1,False,212.93,105.0,2.03,19.76,0.95,20.0
1125,111,no,no,0,12.8,9,3.46,2,False,164.87,91.67,1.8,14.99,2.18,22.22
1126,99,no,yes,19,7.3,4,1.97,2,False,164.33,100.33,1.64,14.02,1.99,50.0
1127,159,no,yes,19,16.9,3,4.56,0,False,201.4,83.33,2.42,19.33,0.0,0.0
1128,114,yes,yes,31,12.3,10,3.32,2,False,171.67,95.67,1.79,17.99,2.09,20.0
1129,71,no,no,0,9.0,2,2.43,2,False,135.53,93.33,1.45,12.25,2.14,100.0
1130,122,no,no,0,12.7,2,3.43,1,False,155.83,69.67,2.24,10.89,1.44,50.0
1131,100,no,yes,25,13.0,5,3.51,1,False,192.6,105.0,1.83,20.83,0.95,20.0
1132,83,no,yes,37,11.8,4,3.19,1,False,156.23,104.0,1.5,13.11,0.96,25.0
1133,64,no,no,0,12.3,2,3.32,5,True,176.33,99.67,1.77,16.31,5.02,250.0
1134,105,no,no,0,9.0,3,2.43,1,False,193.23,104.33,1.85,20.7,0.96,33.33
1135,144,no,yes,33,12.2,3,3.29,2,False,219.47,100.67,2.18,22.99,1.99,66.67
1136,106,yes,yes,26,14.4,7,3.89,1,True,246.5,111.33,2.21,25.22,0.9,14.29
1137,19,no,yes,34,11.3,1,3.05,1,False,213.9,109.67,1.95,19.14,0.91,100.0
1138,46,no,no,0,13.6,6,3.67,1,False,178.73,90.33,1.98,16.83,1.11,16.67
1139,127,no,no,0,11.7,3,3.16,2,False,193.77,115.0,1.68,20.4,1.74,66.67
1140,9,no,yes,39,10.1,3,2.73,1,False,191.0,113.33,1.69,19.77,0.88,33.33
1141,157,no,no,0,7.9,6,2.13,1,False,202.07,83.67,2.42,20.11,1.2,16.67
1142,105,no,no,0,5.3,4,1.43,6,True,164.73,89.33,1.84,15.05,6.72,150.0
1143,105,no,yes,29,10.0,5,2.7,0,False,233.63,106.0,2.2,21.66,0.0,0.0
1144,155,no,no,0,10.8,1,2.92,2,False,165.43,87.0,1.9,18.4,2.3,200.0
1145,31,no,no,0,5.1,2,1.38,0,False,164.33,108.67,1.51,16.82,0.0,0.0
1146,161,no,no,0,4.0,5,1.08,1,False,198.57,90.67,2.19,18.18,1.1,20.0
1147,95,no,yes,32,10.6,5,2.86,0,False,207.23,87.33,2.37,22.45,0.0,0.0
1148,122,no,no,0,9.7,7,2.62,3,False,159.0,99.0,1.61,15.61,3.03,42.86
1149,37,yes,no,0,9.6,8,2.59,2,False,163.27,92.67,1.76,13.75,2.16,25.0
1150,132,no,no,0,11.6,4,3.13,5,True,161.23,106.33,1.52,17.02,4.7,125.0
1151,119,no,yes,24,11.3,4,3.05,0,False,165.07,77.0,2.14,18.33,0.0,0.0
1152,16,no,no,0,8.8,4,2.38,1,False,158.8,92.0,1.73,18.18,1.09,25.0
1153,99,no,no,0,5.6,5,1.51,1,False,146.2,107.67,1.36,13.32,0.93,20.0
1154,76,no,yes,26,8.1,2,2.19,1,False,184.8,112.33,1.65,19.99,0.89,50.0
1155,167,no,no,0,11.1,4,3.0,4,True,170.4,104.33,1.63,15.97,3.83,100.0
1156,129,no,no,0,11.8,7,3.19,1,False,155.7,115.33,1.35,16.92,0.87,14.29
1157,116,no,no,0,7.8,5,2.11,1,False,178.53,112.67,1.58,16.49,0.89,20.0
1158,60,yes,no,0,11.1,6,3.0,1,False,197.83,107.33,1.84,19.28,0.93,16.67
1159,128,no,no,0,6.4,7,1.73,0,False,170.1,113.33,1.5,15.24,0.0,0.0
1160,47,no,yes,28,10.6,2,2.86,0,False,144.57,93.67,1.54,13.24,0.0,0.0
1161,40,yes,no,0,8.2,9,2.21,3,False,210.57,84.0,2.51,18.98,3.57,33.33
1162,173,no,no,0,10.9,2,2.94,0,False,139.03,77.33,1.8,15.35,0.0,0.0
1163,157,no,yes,30,7.1,5,1.92,1,False,253.23,109.67,2.31,22.73,0.91,20.0
1164,66,no,yes,32,12.0,3,3.24,2,False,149.97,106.67,1.41,16.3,1.87,66.67
1165,50,yes,yes,26,8.0,3,2.16,0,False,257.13,93.67,2.75,28.23,0.0,0.0
1166,72,no,no,0,12.2,3,3.29,3,False,166.53,116.0,1.44,14.65,2.59,100.0
1167,130,no,no,0,12.9,1,3.48,1,False,197.87,92.0,2.15,18.07,1.09,100.0
1168,143,no,no,0,7.6,11,2.05,1,False,202.27,83.67,2.42,18.43,1.2,9.09
1169,89,yes,no,0,5.4,5,1.46,1,False,173.43,102.0,1.7,15.88,0.98,20.0
1170,108,no,no,0,15.2,2,4.1,0,False,187.87,84.33,2.23,19.75,0.0,0.0
1171,32,no,no,0,12.8,3,3.46,1,False,157.07,107.33,1.46,16.06,0.93,33.33
1172,166,no,no,0,9.2,5,2.48,2,False,167.7,105.0,1.6,18.26,1.9,40.0
1173,109,no,no,0,10.9,5,2.94,1,False,235.57,107.67,2.19,22.77,0.93,20.0
1174,72,no,yes,39,5.8,7,1.57,1,False,177.03,98.67,1.79,15.45,1.01,14.29
1175,134,no,yes,32,8.6,2,2.32,0,False,164.33,90.67,1.81,17.79,0.0,0.0
1176,13,no,no,0,9.7,2,2.62,4,False,191.37,94.33,2.03,19.25,4.24,200.0
1177,90,no,no,0,14.1,4,3.81,3,False,191.43,98.33,1.95,15.85,3.05,75.0
1178,111,no,yes,36,11.2,2,3.02,3,False,171.27,85.0,2.01,17.82,3.53,150.0
1179,101,no,yes,23,7.3,14,1.97,1,False,182.77,93.67,1.95,21.24,1.07,7.14
1180,72,no,no,0,13.1,4,3.54,0,False,196.1,108.67,1.8,20.09,0.0,0.0
1181,67,no,yes,35,7.5,6,2.03,1,False,222.53,109.0,2.04,22.22,0.92,16.67
1182,172,no,no,0,14.4,2,3.89,3,True,206.23,110.33,1.87,23.62,2.72,150.0
1183,154,no,yes,32,9.0,1,2.43,2,False,187.53,96.67,1.94,18.66,2.07,200.0
1184,69,no,no,0,9.7,3,2.62,2,False,217.37,94.33,2.3,21.1,2.12,66.67
1185,123,no,no,0,9.8,7,2.65,3,False,214.27,99.33,2.16,21.33,3.02,42.86
1186,130,no,yes,12,8.7,5,2.35,0,False,188.63,98.33,1.92,17.45,0.0,0.0
1187,142,no,yes,26,5.9,9,1.59,2,False,238.1,109.67,2.17,23.1,1.82,22.22
1188,29,no,no,0,9.3,2,2.51,1,False,194.73,96.33,2.02,17.26,1.04,50.0
1189,87,no,yes,28,11.2,5,3.02,0,False,180.8,107.33,1.68,17.1,0.0,0.0
1190,149,no,no,0,8.9,8,2.4,0,False,125.1,92.0,1.36,12.88,0.0,0.0
1191,146,yes,no,0,9.2,3,2.48,2,False,182.03,91.0,2.0,17.64,2.2,66.67
1192,88,yes,no,0,7.2,2,1.94,4,True,257.6,84.33,3.05,24.75,4.74,200.0
1193,119,yes,yes,15,8.7,5,2.35,5,True,150.6,104.0,1.45,16.24,4.81,100.0
1194,48,no,no,0,13.2,2,3.56,1,False,186.67,74.33,2.51,18.46,1.35,50.0
1195,135,no,no,0,11.0,3,2.97,1,False,201.5,113.67,1.77,20.32,0.88,33.33
1196,100,no,no,0,6.9,2,1.86,1,False,170.7,112.33,1.52,19.74,0.89,50.0
1197,98,no,no,0,11.9,3,3.21,4,False,242.2,91.0,2.66,22.96,4.4,133.33
1198,75,no,yes,26,13.4,3,3.62,2,False,155.0,101.0,1.53,14.77,1.98,66.67
1199,180,no,yes,33,7.6,4,2.05,1,False,223.87,92.67,2.42,22.84,1.08,25.0
1200,100,no,yes,25,11.6,4,3.13,1,False,218.0,113.0,1.93,22.24,0.88,25.0
1201,119,no,yes,35,8.0,5,2.16,2,False,229.13,106.33,2.15,22.3,1.88,40.0
1202,86,no,no,0,12.6,3,3.4,0,False,218.1,78.0,2.8,16.24,0.0,0.0
1203,155,no,yes,39,5.1,7,1.38,1,False,217.37,99.0,2.2,20.15,1.01,14.29
1204,78,yes,no,0,9.5,2,2.57,1,True,218.17,106.33,2.05,23.22,0.94,50.0
1205,153,no,no,0,8.5,3,2.3,1,False,190.6,106.33,1.79,19.26,0.94,33.33
1206,92,no,yes,25,9.7,4,2.62,0,False,173.53,113.67,1.53,16.14,0.0,0.0
1207,13,no,yes,25,11.3,5,3.05,2,False,151.27,96.33,1.57,16.47,2.08,40.0
1208,154,no,no,0,10.2,3,2.75,3,False,200.83,111.0,1.81,19.75,2.7,100.0
1209,144,yes,yes,35,12.8,3,3.46,0,False,216.73,103.33,2.1,19.97,0.0,0.0
1210,48,no,no,0,7.9,2,2.13,1,False,204.8,95.0,2.16,23.08,1.05,50.0
1211,94,no,no,0,7.9,1,2.13,1,False,207.63,97.67,2.13,19.81,1.02,100.0
1212,139,no,no,0,12.6,8,3.4,1,False,195.0,115.33,1.69,18.98,0.87,12.5
1213,126,no,no,0,11.8,4,3.19,1,False,206.97,100.33,2.06,21.09,1.0,25.0
1214,122,no,no,0,9.5,3,2.57,2,False,190.77,105.33,1.81,16.22,1.9,66.67
1215,139,no,no,0,11.3,6,3.05,1,False,190.53,106.0,1.8,19.9,0.94,16.67
1216,95,no,no,0,5.9,6,1.59,3,False,152.07,106.33,1.43,15.54,2.82,50.0
1217,80,no,yes,31,10.7,4,2.89,4,False,185.13,83.33,2.22,18.44,4.8,100.0
1218,131,no,yes,28,7.6,3,2.05,3,False,238.9,105.67,2.26,24.18,2.84,100.0
1219,36,no,no,0,10.9,5,2.94,1,False,196.57,101.67,1.93,19.13,0.98,20.0
1220,180,no,no,0,15.7,5,4.24,2,False,178.23,92.67,1.92,16.81,2.16,40.0
1221,25,no,no,0,12.6,5,3.4,2,False,177.5,102.33,1.73,16.28,1.95,40.0
1222,113,no,no,0,4.9,5,1.32,3,False,204.23,100.33,2.04,21.39,2.99,60.0
1223,88,no,yes,31,11.4,4,3.08,1,False,200.87,105.0,1.91,19.45,0.95,25.0
1224,120,no,no,0,9.3,9,2.51,1,False,155.73,101.0,1.54,16.69,0.99,11.11
1225,74,no,no,0,11.4,3,3.08,1,False,112.5,89.67,1.25,11.37,1.12,33.33
1226,109,no,no,0,11.4,4,3.08,2,False,176.63,98.33,1.8,18.27,2.03,50.0
1227,162,no,yes,33,12.3,6,3.32,0,False,165.03,107.67,1.53,17.56,0.0,0.0
1228,124,no,yes,37,8.9,4,2.4,1,False,198.97,91.67,2.17,18.39,1.09,25.0
1229,177,no,no,0,7.5,5,2.03,2,False,184.3,84.0,2.19,15.26,2.38,40.0
1230,91,no,no,0,10.6,2,2.86,1,False,226.7,99.0,2.29,22.35,1.01,50.0
1231,105,no,no,0,8.8,5,2.38,0,True,225.3,89.33,2.52,24.44,0.0,0.0
1232,24,no,no,0,15.3,6,4.13,0,True,203.73,92.33,2.21,21.74,0.0,0.0
1233,48,no,no,0,8.9,3,2.4,0,False,97.53,76.33,1.28,10.37,0.0,0.0
1234,86,no,no,0,9.8,7,2.65,2,False,149.9,107.33,1.4,14.26,1.86,28.57
1235,163,no,no,0,10.6,2,2.86,4,False,182.37,73.0,2.5,18.53,5.48,200.0
1236,91,no,no,0,10.1,4,2.73,0,False,165.5,108.0,1.53,17.47,0.0,0.0
1237,56,no,no,0,11.7,5,3.16,3,False,160.13,93.67,1.71,15.65,3.2,60.0
1238,147,yes,yes,24,8.1,4,2.19,3,False,260.3,115.0,2.26,23.65,2.61,75.0
1239,64,no,no,0,10.1,3,2.73,2,False,175.63,102.67,1.71,17.47,1.95,66.67
1240,108,no,yes,34,9.6,3,2.59,4,True,197.9,92.0,2.15,17.95,4.35,133.33
1241,159,no,no,0,16.5,7,4.46,5,False,202.53,106.0,1.91,20.01,4.72,71.43
1242,136,yes,no,0,9.1,10,2.46,3,False,210.17,92.0,2.28,23.23,3.26,30.0
1243,116,no,yes,35,11.0,2,2.97,1,False,196.43,114.67,1.71,19.29,0.87,50.0
1244,45,no,yes,38,7.7,2,2.08,1,False,237.6,95.0,2.5,22.28,1.05,50.0
1245,122,no,no,0,11.2,5,3.02,2,False,186.53,125.0,1.49,17.32,1.6,40.0
1246,138,no,no,0,9.0,3,2.43,5,False,205.47,94.0,2.19,19.87,5.32,166.67
1247,132,no,no,0,8.8,5,2.38,1,False,190.37,89.33,2.13,16.32,1.12,20.0
1248,101,yes,no,0,11.6,8,3.13,0,False,201.1,102.0,1.97,19.61,0.0,0.0
1249,58,no,no,0,7.8,4,2.11,2,False,218.47,111.0,1.97,23.05,1.8,50.0
1250,81,no,no,0,5.2,4,1.4,1,False,153.7,110.67,1.39,14.7,0.9,25.0
1251,87,no,no,0,9.9,10,2.67,3,False,194.63,104.33,1.87,18.07,2.88,30.0
1252,116,no,no,0,8.8,3,2.38,2,False,194.0,98.33,1.97,20.74,2.03,66.67
1253,85,yes,no,0,8.3,4,2.24,4,False,206.33,115.0,1.79,20.32,3.48,100.0
1254,62,no,yes,33,11.1,3,3.0,2,True,224.7,107.67,2.09,20.56,1.86,66.67
1255,90,no,no,0,10.8,3,2.92,0,False,201.1,94.33,2.13,16.09,0.0,0.0
1256,98,no,no,0,6.0,3,1.62,2,False,189.1,92.67,2.04,17.76,2.16,66.67
1257,73,no,no,0,18.0,5,4.86,1,False,167.23,108.33,1.54,17.78,0.92,20.0
1258,107,yes,no,0,11.2,7,3.02,2,False,229.2,86.67,2.64,21.72,2.31,28.57
1259,55,no,yes,20,12.5,4,3.38,2,False,186.03,103.33,1.8,17.84,1.94,50.0
1260,76,no,yes,22,9.5,4,2.57,3,False,117.33,115.0,1.02,14.2,2.61,75.0
1261,30,no,no,0,7.1,4,1.92,3,False,194.27,107.33,1.81,17.99,2.8,75.0
1262,157,no,no,0,11.5,7,3.11,4,False,168.37,115.0,1.46,18.36,3.48,57.14
1263,40,no,yes,31,7.5,5,2.03,1,True,159.83,84.67,1.89,18.35,1.18,20.0
1264,72,no,no,0,10.5,4,2.84,1,False,157.4,87.33,1.8,15.37,1.15,25.0
1265,95,no,yes,39,10.1,5,2.73,1,False,223.27,112.67,1.98,23.76,0.89,20.0
1266,42,no,no,0,9.0,3,2.43,0,False,159.07,100.0,1.59,15.82,0.0,0.0
1267,86,no,no,0,5.4,7,1.46,1,False,216.53,96.67,2.24,20.07,1.03,14.29
1268,131,no,no,0,10.8,7,2.92,0,False,205.5,104.33,1.97,21.55,0.0,0.0
1269,55,no,yes,45,11.0,5,2.97,4,True,160.17,107.33,1.49,15.42,3.73,80.0
1270,74,no,no,0,8.7,6,2.35,0,False,212.67,95.67,2.22,20.24,0.0,0.0
1271,81,yes,yes,37,7.9,3,2.13,1,False,257.53,107.0,2.41,24.99,0.93,33.33
1272,81,no,no,0,13.2,2,3.56,4,False,201.33,94.0,2.14,18.89,4.26,200.0
1273,28,no,no,0,8.3,2,2.24,6,True,169.7,94.0,1.81,14.38,6.38,300.0
1274,111,no,no,0,11.2,2,3.02,0,False,175.93,108.0,1.63,17.95,0.0,0.0
